fiscal_year,Customer,EntitySizeCode,EntitySizeText,EntityCategory,AnyEntityUSplaceOfPerformance,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCounty,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
2000,Defense,B,Big Five,PDuns,0,1,1,2,2,18,3087410.0000
2000,Defense,B,Big Five,PID,0,1,1,5,5,23879,41247624744.2254
2000,Defense,J,Large: Big 5 JV,PDuns,0,1,1,1,4,49,8875131.0000
2000,Defense,J,Large: Big 5 JV,PID,0,1,1,4,4,89,1299378880.0000
2000,Defense,J,Large: Big 5 JV,PID,1,1,1,2,2,25,341557258.0000
2000,Defense,L,Large Vendor,Duns,1,1,1,1,1,106,83847569.0000
2000,Defense,L,Large Vendor,PDuns,0,0,1,3,11,81,12207649.0000
2000,Defense,L,Large Vendor,PDuns,0,1,1,42,198,2794,649526824.0000
2000,Defense,L,Large Vendor,PDuns,1,1,1,2,4,22,3264960.0000
2000,Defense,L,Large Vendor,PID,0,0,0,1,1,1,874414.0000
2000,Defense,L,Large Vendor,PID,0,0,1,2,2,2,53478.0000
2000,Defense,L,Large Vendor,PID,0,1,1,180,180,61551,35399877743.0772
2000,Defense,L,Large Vendor,PID,1,0,1,1,1,1,28160.0000
2000,Defense,L,Large Vendor,PID,1,1,1,11,11,1287,776127013.0000
2000,Defense,M,Medium Vendor,PDuns,NULL,0,0,44,44,56,10076.7000
2000,Defense,M,Medium Vendor,PDuns,NULL,0,1,8,8,23,268850.9815
2000,Defense,M,Medium Vendor,PDuns,NULL,1,1,4,4,1,361531.0000
2000,Defense,M,Medium Vendor,PDuns,0,0,0,57,57,120,-2599638.2500
2000,Defense,M,Medium Vendor,PDuns,0,0,1,355,361,456,9453174.0000
2000,Defense,M,Medium Vendor,PDuns,0,1,1,3658,3921,22571,6989421977.4353
2000,Defense,M,Medium Vendor,PDuns,1,0,0,28,28,45,-2930983.1300
2000,Defense,M,Medium Vendor,PDuns,1,0,1,339,339,388,9808698.0000
2000,Defense,M,Medium Vendor,PDuns,1,1,1,2913,2947,11397,3025959431.6447
2000,Defense,M,Medium Vendor,PID,NULL,0,0,2,2,0,0.0000
2000,Defense,M,Medium Vendor,PID,0,0,0,6,6,12,-593217.0000
2000,Defense,M,Medium Vendor,PID,0,0,1,9,9,18,181892.0000
2000,Defense,M,Medium Vendor,PID,0,1,1,341,341,9188,5604272072.6031
2000,Defense,M,Medium Vendor,PID,1,1,1,31,31,547,561401476.0000
2000,Defense,N,Sometimes Small Vendor,Duns,0,1,1,3,3,1950,1017412690.0000
2000,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,1,49350.0000
2000,Defense,N,Sometimes Small Vendor,PDuns,0,0,0,2,2,12,-1534368.0000
2000,Defense,N,Sometimes Small Vendor,PDuns,0,0,1,40,44,92,1386858.0000
2000,Defense,N,Sometimes Small Vendor,PDuns,0,1,1,2996,3886,51395,9580859663.2749
2000,Defense,N,Sometimes Small Vendor,PDuns,1,0,1,1,1,1,29995.0000
2000,Defense,N,Sometimes Small Vendor,PDuns,1,1,1,5,5,73,5751579.0000
2000,Defense,N,Sometimes Small Vendor,PID,0,0,1,2,2,6,89704.0000
2000,Defense,N,Sometimes Small Vendor,PID,0,1,1,617,617,42718,12497355297.7436
2000,Defense,S,Always Small Vendor,PDuns,NULL,0,0,44,44,0,0.0000
2000,Defense,S,Always Small Vendor,PDuns,NULL,0,1,1,1,1,7138.0000
2000,Defense,S,Always Small Vendor,PDuns,NULL,1,1,6,6,3,48464.5000
2000,Defense,S,Always Small Vendor,PDuns,0,0,0,415,415,684,-5740410.9100
2000,Defense,S,Always Small Vendor,PDuns,0,0,1,2538,2542,4470,70891324.0000
2000,Defense,S,Always Small Vendor,PDuns,0,1,1,15706,15857,71591,11239393543.0581
2000,Defense,S,Always Small Vendor,PDuns,1,0,1,1,1,1,30239.0000
2000,Defense,S,Always Small Vendor,PDuns,1,1,1,7,7,9,500418.0000
2000,Defense,S,Always Small Vendor,PID,0,0,1,12,12,37,530967.0000
2000,Defense,S,Always Small Vendor,PID,0,1,1,321,321,4939,1697395549.4336
2000,Defense,U,Unlabeled Vendor,Duns,NULL,1,1,1,1,16,8893351.0000
2000,DHS,B,Big Five,PID,0,1,1,2,2,3,283000.0000
2000,DHS,L,Large Vendor,PID,0,1,1,32,32,639,81211000.0000
2000,DHS,M,Medium Vendor,PDuns,0,0,0,3,3,5,-11000.0000
2000,DHS,M,Medium Vendor,PDuns,0,0,1,5,5,13,67000.0000
2000,DHS,M,Medium Vendor,PDuns,0,1,1,30,30,179,26090000.0000
2000,DHS,M,Medium Vendor,PID,0,0,0,1,1,1,-2000.0000
2000,DHS,M,Medium Vendor,PID,0,1,1,4,4,16,9773000.0000
2000,DHS,N,Sometimes Small Vendor,Duns,0,1,1,1,1,1,0.0000
2000,DHS,N,Sometimes Small Vendor,PDuns,0,1,1,42,43,139,17149073.6400
2000,DHS,N,Sometimes Small Vendor,PID,0,1,1,29,29,168,59279397.4494
2000,DHS,S,Always Small Vendor,PDuns,0,0,0,1,1,2,2000.0000
2000,DHS,S,Always Small Vendor,PDuns,0,0,1,10,10,19,209000.0000
2000,DHS,S,Always Small Vendor,PDuns,0,1,1,99,99,258,40227000.0000
2000,DHS,S,Always Small Vendor,PID,0,1,1,10,10,85,5401725.5000
2000,DHS,U,Unlabeled Vendor,Duns,0,0,0,1,1,1,1.0000
2000,Energy,B,Big Five,PID,0,1,1,5,5,125,1822654526.0000
2000,Energy,L,Large Vendor,PDuns,0,0,1,2,3,2,331000.0000
2000,Energy,L,Large Vendor,PDuns,0,1,1,8,10,110,45105095.0000
2000,Energy,L,Large Vendor,PDuns,1,1,1,1,1,1,-135000.0000
2000,Energy,L,Large Vendor,PID,0,1,1,82,82,1563,15328557749.7686
2000,Energy,L,Large Vendor,PID,1,1,1,1,1,1,50000.0000
2000,Energy,M,Medium Vendor,PDuns,NULL,0,0,4,4,0,0.0000
2000,Energy,M,Medium Vendor,PDuns,0,0,0,28,28,33,-1074424.0000
2000,Energy,M,Medium Vendor,PDuns,0,0,1,10,10,11,163966.0000
2000,Energy,M,Medium Vendor,PDuns,0,1,1,182,185,714,570575756.4041
2000,Energy,M,Medium Vendor,PDuns,1,0,0,5,5,5,-56000.0000
2000,Energy,M,Medium Vendor,PDuns,1,1,1,38,38,41,2575995.0000
2000,Energy,M,Medium Vendor,PID,0,0,0,2,2,2,-1000.0000
2000,Energy,M,Medium Vendor,PID,0,1,1,35,35,367,1685640557.5938
2000,Energy,N,Sometimes Small Vendor,Duns,0,1,1,1,1,32,177000.0000
2000,Energy,N,Sometimes Small Vendor,PDuns,0,0,0,2,2,4,3000.0000
2000,Energy,N,Sometimes Small Vendor,PDuns,0,0,1,1,1,2,7000.0000
2000,Energy,N,Sometimes Small Vendor,PDuns,0,1,1,153,158,718,121730652.3191
2000,Energy,N,Sometimes Small Vendor,PDuns,1,1,1,1,1,2,108000.0000
2000,Energy,N,Sometimes Small Vendor,PID,0,1,1,116,116,805,769589439.0039
2000,Energy,S,Always Small Vendor,PDuns,NULL,0,0,4,4,0,0.0000
2000,Energy,S,Always Small Vendor,PDuns,0,0,0,41,41,49,-2037000.0000
2000,Energy,S,Always Small Vendor,PDuns,0,0,1,68,68,103,1453000.0000
2000,Energy,S,Always Small Vendor,PDuns,0,1,1,430,431,1628,255491269.3306
2000,Energy,S,Always Small Vendor,PID,0,0,1,1,1,1,26000.0000
2000,Energy,S,Always Small Vendor,PID,0,1,1,15,15,95,43605992.5625
2000,GSA,B,Big Five,PDuns,0,1,1,1,1,14,1941000.0000
2000,GSA,B,Big Five,PID,0,1,1,5,5,1229,340716715.6230
2000,GSA,J,Large: Big 5 JV,PDuns,0,1,1,1,2,2,200000.0000
2000,GSA,L,Large Vendor,PDuns,0,0,1,2,6,59,4769000.0000
2000,GSA,L,Large Vendor,PDuns,0,1,1,20,38,267,29525022.9118
2000,GSA,L,Large Vendor,PID,0,1,1,111,111,14049,3157776987.1201
2000,GSA,M,Medium Vendor,PDuns,NULL,0,0,43,43,0,0.0000
2000,GSA,M,Medium Vendor,PDuns,NULL,0,1,3,3,4,37552.6797
2000,GSA,M,Medium Vendor,PDuns,NULL,1,1,97,98,0,336081.6602
2000,GSA,M,Medium Vendor,PDuns,0,0,0,47,47,77,-9431904.9600
2000,GSA,M,Medium Vendor,PDuns,0,0,1,176,176,489,11191550.0000
2000,GSA,M,Medium Vendor,PDuns,0,1,1,1320,1352,8370,1297411497.5950
2000,GSA,M,Medium Vendor,PDuns,1,0,0,1,1,5,-1000.0000
2000,GSA,M,Medium Vendor,PDuns,1,0,1,2,2,2,51000.0000
2000,GSA,M,Medium Vendor,PDuns,1,1,1,19,20,18,1888000.0000
2000,GSA,M,Medium Vendor,PID,NULL,1,1,1,1,0,0.0000
2000,GSA,M,Medium Vendor,PID,0,0,0,1,1,1,2000.0000
2000,GSA,M,Medium Vendor,PID,0,0,1,2,2,3,32000.0000
2000,GSA,M,Medium Vendor,PID,0,1,1,82,82,829,374438115.1720
2000,GSA,N,Sometimes Small Vendor,Duns,0,1,1,1,1,470,822000.0000
2000,GSA,N,Sometimes Small Vendor,PDuns,NULL,1,1,3,3,0,0.0000
2000,GSA,N,Sometimes Small Vendor,PDuns,0,0,0,1,1,3,6000.0000
2000,GSA,N,Sometimes Small Vendor,PDuns,0,0,1,21,21,59,1122031.0000
2000,GSA,N,Sometimes Small Vendor,PDuns,0,1,1,1056,1151,8359,1516342238.0608
2000,GSA,N,Sometimes Small Vendor,PDuns,1,1,1,2,2,15,647000.0000
2000,GSA,N,Sometimes Small Vendor,PID,NULL,1,1,1,1,0,0.0000
2000,GSA,N,Sometimes Small Vendor,PID,0,0,1,1,1,10,46000.0000
2000,GSA,N,Sometimes Small Vendor,PID,0,1,1,334,334,6896,1395460063.3386
2000,GSA,S,Always Small Vendor,PDuns,NULL,0,0,335,335,0,0.0000
2000,GSA,S,Always Small Vendor,PDuns,NULL,0,1,8,8,0,0.0000
2000,GSA,S,Always Small Vendor,PDuns,NULL,1,1,615,615,1,356412.1406
2000,GSA,S,Always Small Vendor,PDuns,0,0,0,329,329,581,-1367421.3500
2000,GSA,S,Always Small Vendor,PDuns,0,0,1,954,956,2454,46237757.4399
2000,GSA,S,Always Small Vendor,PDuns,0,1,1,3941,3959,18044,2171449474.2945
2000,GSA,S,Always Small Vendor,PDuns,1,1,1,3,3,2,144000.0000
2000,GSA,S,Always Small Vendor,PID,NULL,0,0,2,2,0,0.0000
2000,GSA,S,Always Small Vendor,PID,NULL,1,1,4,4,0,0.0000
2000,GSA,S,Always Small Vendor,PID,0,0,0,10,10,12,16000.0000
2000,GSA,S,Always Small Vendor,PID,0,0,1,12,12,27,281000.0000
2000,GSA,S,Always Small Vendor,PID,0,1,1,125,125,943,454687865.3678
2000,HHS,NULL,NULL,PID,NULL,NULL,NULL,1,1,5,5306000.0000
2000,HHS,B,Big Five,PID,0,1,1,5,5,100,14769000.0000
2000,HHS,L,Large Vendor,PDuns,0,1,1,13,26,108,37204000.0000
2000,HHS,L,Large Vendor,PID,0,1,1,78,78,2123,676618222.1282
2000,HHS,M,Medium Vendor,PDuns,NULL,0,0,12,12,2,0.0000
2000,HHS,M,Medium Vendor,PDuns,NULL,1,1,7,7,1,674000.0000
2000,HHS,M,Medium Vendor,PDuns,0,0,0,50,50,66,-925000.0000
2000,HHS,M,Medium Vendor,PDuns,0,0,1,51,51,127,700000.0000
2000,HHS,M,Medium Vendor,PDuns,0,1,1,914,950,2585,1004263426.2823
2000,HHS,M,Medium Vendor,PDuns,1,0,0,2,2,2,25000.0000
2000,HHS,M,Medium Vendor,PDuns,1,0,1,2,2,2,58000.0000
2000,HHS,M,Medium Vendor,PDuns,1,1,1,26,26,35,11138623.0000
2000,HHS,M,Medium Vendor,PID,NULL,1,1,1,1,0,542000.0000
2000,HHS,M,Medium Vendor,PID,0,0,1,1,1,1,23000.0000
2000,HHS,M,Medium Vendor,PID,0,1,1,60,60,671,585829799.9360
2000,HHS,M,Medium Vendor,PID,1,1,1,1,1,1,34000.0000
2000,HHS,N,Sometimes Small Vendor,Duns,0,1,1,3,3,1895,192897.6914
2000,HHS,N,Sometimes Small Vendor,PDuns,NULL,0,0,2,2,0,0.0000
2000,HHS,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,1,0,0.0000
2000,HHS,N,Sometimes Small Vendor,PDuns,0,0,1,3,3,2,27000.0000
2000,HHS,N,Sometimes Small Vendor,PDuns,0,1,1,418,455,2807,675388447.9557
2000,HHS,N,Sometimes Small Vendor,PDuns,1,1,1,2,2,2,317000.0000
2000,HHS,N,Sometimes Small Vendor,PID,0,0,1,1,1,1,26000.0000
2000,HHS,N,Sometimes Small Vendor,PID,0,1,1,158,158,1989,732699425.2842
2000,HHS,S,Always Small Vendor,PDuns,NULL,0,0,66,66,2,0.0000
2000,HHS,S,Always Small Vendor,PDuns,NULL,1,1,4,4,0,427000.0000
2000,HHS,S,Always Small Vendor,PDuns,0,0,0,58,58,88,-357058.1201
2000,HHS,S,Always Small Vendor,PDuns,0,0,1,93,94,215,2877000.0000
2000,HHS,S,Always Small Vendor,PDuns,0,1,1,912,913,2879,474286951.9226
2000,HHS,S,Always Small Vendor,PDuns,1,1,1,2,2,2,56000.0000
2000,HHS,S,Always Small Vendor,PID,0,0,1,1,1,3,44000.0000
2000,HHS,S,Always Small Vendor,PID,0,1,1,40,40,230,101564489.0000
2000,HHS,U,Unlabeled Vendor,Name,0,1,1,1,1,7,1530000.0000
2000,NASA,NULL,NULL,PID,NULL,NULL,NULL,1,1,4,8450000.0000
2000,NASA,B,Big Five,PDuns,0,1,1,1,1,1,7000.0000
2000,NASA,B,Big Five,PID,0,1,1,5,5,822,1402889541.4376
2000,NASA,J,Large: Big 5 JV,PDuns,0,1,1,1,1,4,217000.0000
2000,NASA,L,Large Vendor,PDuns,0,0,1,1,1,1,28000.0000
2000,NASA,L,Large Vendor,PDuns,0,1,1,11,20,104,32444287.6600
2000,NASA,L,Large Vendor,PID,0,1,1,79,79,1693,1082004859.1905
2000,NASA,L,Large Vendor,PID,1,1,1,1,1,1,-39000.0000
2000,NASA,M,Medium Vendor,PDuns,NULL,0,1,1,1,1,12050.0000
2000,NASA,M,Medium Vendor,PDuns,NULL,1,1,1,1,0,0.0000
2000,NASA,M,Medium Vendor,PDuns,0,0,0,29,29,34,-666000.0000
2000,NASA,M,Medium Vendor,PDuns,0,0,1,34,34,45,739000.0000
2000,NASA,M,Medium Vendor,PDuns,0,1,1,310,312,1104,482332753.2833
2000,NASA,M,Medium Vendor,PDuns,1,0,0,5,5,5,-45000.0000
2000,NASA,M,Medium Vendor,PDuns,1,0,1,2,2,2,43000.0000
2000,NASA,M,Medium Vendor,PDuns,1,1,1,39,39,62,35925628.0000
2000,NASA,M,Medium Vendor,PID,0,0,0,1,1,1,-7000.0000
2000,NASA,M,Medium Vendor,PID,0,0,1,2,2,3,57000.0000
2000,NASA,M,Medium Vendor,PID,0,1,1,41,41,308,1683112108.4000
2000,NASA,M,Medium Vendor,PID,1,1,1,1,1,3,419848.0938
2000,NASA,N,Sometimes Small Vendor,Duns,0,1,1,1,1,24,0.0000
2000,NASA,N,Sometimes Small Vendor,PDuns,0,0,1,1,1,1,29000.0000
2000,NASA,N,Sometimes Small Vendor,PDuns,0,1,1,317,351,1797,487490059.0408
2000,NASA,N,Sometimes Small Vendor,PID,0,1,1,140,140,1014,508397256.9800
2000,NASA,S,Always Small Vendor,PDuns,NULL,0,0,1,1,0,0.0000
2000,NASA,S,Always Small Vendor,PDuns,NULL,1,1,2,2,1,30785.0000
2000,NASA,S,Always Small Vendor,PDuns,0,0,0,74,74,98,-1319000.0000
2000,NASA,S,Always Small Vendor,PDuns,0,0,1,105,106,153,14669362.0000
2000,NASA,S,Always Small Vendor,PDuns,0,1,1,1120,1120,3421,614120303.3235
2000,NASA,S,Always Small Vendor,PID,0,0,1,1,1,3,-8000.0000
2000,NASA,S,Always Small Vendor,PID,0,1,1,45,45,231,75849835.9786
2000,Other Agencies,B,Big Five,PDuns,0,1,1,1,1,3,348000.0000
2000,Other Agencies,B,Big Five,PID,0,1,1,5,5,2534,1169542977.2107
2000,Other Agencies,J,Large: Big 5 JV,PID,0,1,1,2,2,4,205000.0000
2000,Other Agencies,L,Large Vendor,PDuns,0,0,1,2,5,30,14871000.0000
2000,Other Agencies,L,Large Vendor,PDuns,0,1,1,32,112,846,105647345.0000
2000,Other Agencies,L,Large Vendor,PID,0,0,1,3,3,3,71000.0000
2000,Other Agencies,L,Large Vendor,PID,0,1,1,155,155,26328,7589624372.0204
2000,Other Agencies,M,Medium Vendor,PDuns,NULL,0,0,274,276,26,50561.3600
2000,Other Agencies,M,Medium Vendor,PDuns,NULL,0,1,20,20,1,244557.7500
2000,Other Agencies,M,Medium Vendor,PDuns,NULL,1,1,43,45,9,17706337.6719
2000,Other Agencies,M,Medium Vendor,PDuns,0,0,0,391,391,653,-1929683.3100
2000,Other Agencies,M,Medium Vendor,PDuns,0,0,1,1365,1373,2933,37560880.0025
2000,Other Agencies,M,Medium Vendor,PDuns,0,1,1,4564,4821,26063,5872826327.4219
2000,Other Agencies,M,Medium Vendor,PDuns,1,0,0,5,5,5,-157000.0000
2000,Other Agencies,M,Medium Vendor,PDuns,1,0,1,33,33,43,789000.0000
2000,Other Agencies,M,Medium Vendor,PDuns,1,1,1,152,152,345,57263985.8750
2000,Other Agencies,M,Medium Vendor,PID,NULL,0,0,1,1,0,0.0000
2000,Other Agencies,M,Medium Vendor,PID,NULL,1,1,1,1,0,0.0000
2000,Other Agencies,M,Medium Vendor,PID,0,0,0,4,4,8,-102000.0000
2000,Other Agencies,M,Medium Vendor,PID,0,0,1,16,16,111,747541.0000
2000,Other Agencies,M,Medium Vendor,PID,0,1,1,280,280,2771,2177981096.8836
2000,Other Agencies,M,Medium Vendor,PID,1,1,1,2,2,5,3174000.0000
2000,Other Agencies,N,Sometimes Small Vendor,Duns,0,1,1,1,1,407,3203214.5000
2000,Other Agencies,N,Sometimes Small Vendor,PDuns,NULL,0,0,5,5,1,2455.0000
2000,Other Agencies,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,1,3,8825.0000
2000,Other Agencies,N,Sometimes Small Vendor,PDuns,NULL,1,1,8,9,6,369198.2383
2000,Other Agencies,N,Sometimes Small Vendor,PDuns,0,0,0,10,10,32,56410.0000
2000,Other Agencies,N,Sometimes Small Vendor,PDuns,0,0,1,151,161,780,5848442.0000
2000,Other Agencies,N,Sometimes Small Vendor,PDuns,0,1,1,2007,2474,29552,3670240304.7592
2000,Other Agencies,N,Sometimes Small Vendor,PDuns,1,0,0,1,1,9,13000.0000
2000,Other Agencies,N,Sometimes Small Vendor,PDuns,1,0,1,1,1,1,26000.0000
2000,Other Agencies,N,Sometimes Small Vendor,PDuns,1,1,1,4,4,5,2590112.0000
2000,Other Agencies,N,Sometimes Small Vendor,PID,0,0,1,2,2,3,70000.0000
2000,Other Agencies,N,Sometimes Small Vendor,PID,0,1,1,501,501,20682,4608049929.9962
2000,Other Agencies,S,Always Small Vendor,Duns,0,1,1,2,1,0,0.0000
2000,Other Agencies,S,Always Small Vendor,PDuns,NULL,0,0,231,231,42,54214.2903
2000,Other Agencies,S,Always Small Vendor,PDuns,NULL,0,1,36,36,48,409035.2085
2000,Other Agencies,S,Always Small Vendor,PDuns,NULL,1,1,138,138,95,5362270.3675
2000,Other Agencies,S,Always Small Vendor,PDuns,0,0,0,1138,1138,2385,-6781141.7620
2000,Other Agencies,S,Always Small Vendor,PDuns,0,0,1,3995,4002,9341,102032412.1796
2000,Other Agencies,S,Always Small Vendor,PDuns,0,1,1,11173,11203,41739,4697456341.3932
2000,Other Agencies,S,Always Small Vendor,PDuns,1,0,0,2,2,3,6000.0000
2000,Other Agencies,S,Always Small Vendor,PDuns,1,0,1,7,7,12,191000.0000
2000,Other Agencies,S,Always Small Vendor,PDuns,1,1,1,13,13,17,3898000.0000
2000,Other Agencies,S,Always Small Vendor,PID,0,0,0,5,5,7,-124000.0000
2000,Other Agencies,S,Always Small Vendor,PID,0,0,1,24,24,100,767806.0000
2000,Other Agencies,S,Always Small Vendor,PID,0,1,1,207,207,2213,377709831.7169
2000,Other Agencies,U,Unlabeled Vendor,Duns,0,1,1,1,1,1,0.0000
2000,State and IAP,B,Big Five,PID,0,1,1,3,3,48,4494000.0000
2000,State and IAP,L,Large Vendor,PDuns,0,1,1,5,6,27,12452000.0000
2000,State and IAP,L,Large Vendor,PID,0,1,1,66,66,1129,484610553.4772
2000,State and IAP,L,Large Vendor,PID,1,1,1,2,2,3,72000.0000
2000,State and IAP,M,Medium Vendor,PDuns,NULL,0,0,1,1,1,5780.0000
2000,State and IAP,M,Medium Vendor,PDuns,NULL,0,1,2,2,2,21880.0000
2000,State and IAP,M,Medium Vendor,PDuns,NULL,1,1,1,1,0,0.0000
2000,State and IAP,M,Medium Vendor,PDuns,0,0,0,8,8,9,21602.0000
2000,State and IAP,M,Medium Vendor,PDuns,0,0,1,13,13,19,348000.0000
2000,State and IAP,M,Medium Vendor,PDuns,0,1,1,113,115,384,171909081.1778
2000,State and IAP,M,Medium Vendor,PDuns,1,0,0,1,1,1,4000.0000
2000,State and IAP,M,Medium Vendor,PDuns,1,0,1,109,109,119,3219000.0000
2000,State and IAP,M,Medium Vendor,PDuns,1,1,1,595,595,832,167029168.0117
2000,State and IAP,M,Medium Vendor,PID,0,0,0,17,17,17,35000.0000
2000,State and IAP,M,Medium Vendor,PID,0,0,1,27,27,51,353000.0000
2000,State and IAP,M,Medium Vendor,PID,0,1,1,78,78,186,90853889.6250
2000,State and IAP,M,Medium Vendor,PID,1,0,1,1,1,1,27000.0000
2000,State and IAP,M,Medium Vendor,PID,1,1,1,17,17,19,14066000.0000
2000,State and IAP,N,Sometimes Small Vendor,Duns,0,1,1,1,1,14,453458.5977
2000,State and IAP,N,Sometimes Small Vendor,PDuns,0,0,1,3,3,5,53938.3000
2000,State and IAP,N,Sometimes Small Vendor,PDuns,0,1,1,170,172,668,121150134.2688
2000,State and IAP,N,Sometimes Small Vendor,PDuns,1,0,1,1,1,2,60000.0000
2000,State and IAP,N,Sometimes Small Vendor,PDuns,1,1,1,21,21,58,6168096.8125
2000,State and IAP,N,Sometimes Small Vendor,PID,0,0,1,2,2,18,88000.0000
2000,State and IAP,N,Sometimes Small Vendor,PID,0,1,1,134,134,1248,532240652.7858
2000,State and IAP,S,Always Small Vendor,PDuns,NULL,0,0,1,1,0,4710.0000
2000,State and IAP,S,Always Small Vendor,PDuns,NULL,1,1,1,1,1,662444.0000
2000,State and IAP,S,Always Small Vendor,PDuns,0,0,0,13,13,16,25645.0000
2000,State and IAP,S,Always Small Vendor,PDuns,0,0,1,49,49,57,1101924.8701
2000,State and IAP,S,Always Small Vendor,PDuns,0,1,1,348,348,1028,161465319.3184
2000,State and IAP,S,Always Small Vendor,PDuns,1,0,0,6,6,9,-60000.0000
2000,State and IAP,S,Always Small Vendor,PDuns,1,0,1,90,90,98,2536000.0000
2000,State and IAP,S,Always Small Vendor,PDuns,1,1,1,194,194,217,23721000.0000
2000,State and IAP,S,Always Small Vendor,PID,0,0,1,13,13,25,215000.0000
2000,State and IAP,S,Always Small Vendor,PID,0,1,1,69,69,237,37097309.7187
2000,State and IAP,S,Always Small Vendor,PID,1,0,1,1,1,1,13000.0000
2000,State and IAP,S,Always Small Vendor,PID,1,1,1,8,8,9,859000.0000
2001,Defense,B,Big Five,PDuns,0,1,1,3,33,600,140373540.0000
2001,Defense,B,Big Five,PID,0,1,1,5,5,24840,44654699403.2397
2001,Defense,J,Large: Big 5 JV,PDuns,0,1,1,1,3,32,7970051.0000
2001,Defense,J,Large: Big 5 JV,PID,0,1,1,4,4,74,1291832691.0000
2001,Defense,J,Large: Big 5 JV,PID,1,1,1,2,2,20,78746705.0000
2001,Defense,L,Large Vendor,Duns,1,1,1,1,1,144,124311920.0000
2001,Defense,L,Large Vendor,PDuns,0,1,1,39,158,3322,794195202.0000
2001,Defense,L,Large Vendor,PDuns,1,1,1,3,7,104,91092736.6094
2001,Defense,L,Large Vendor,PID,0,1,1,186,186,70771,34554732194.9013
2001,Defense,L,Large Vendor,PID,1,1,1,16,16,1124,920912602.6309
2001,Defense,M,Medium Vendor,PDuns,NULL,0,0,34,34,8,596394.0000
2001,Defense,M,Medium Vendor,PDuns,NULL,0,1,9,9,18,40591.4606
2001,Defense,M,Medium Vendor,PDuns,NULL,1,1,10,10,9,372939.0000
2001,Defense,M,Medium Vendor,PDuns,0,0,0,97,97,239,1668196.0000
2001,Defense,M,Medium Vendor,PDuns,0,0,1,405,405,585,9634528.0000
2001,Defense,M,Medium Vendor,PDuns,0,1,1,3601,3882,23065,6874255722.3669
2001,Defense,M,Medium Vendor,PDuns,1,0,0,39,39,56,-2056747.0000
2001,Defense,M,Medium Vendor,PDuns,1,0,1,351,351,429,12436225.0000
2001,Defense,M,Medium Vendor,PDuns,1,1,1,2873,2899,11633,3066270044.0984
2001,Defense,M,Medium Vendor,PID,NULL,0,0,1,1,0,0.0000
2001,Defense,M,Medium Vendor,PID,0,0,0,5,5,10,-1837571.0000
2001,Defense,M,Medium Vendor,PID,0,0,1,8,8,14,119934.0000
2001,Defense,M,Medium Vendor,PID,0,1,1,330,330,9413,11843493416.0078
2001,Defense,M,Medium Vendor,PID,1,0,1,2,2,6,111175.0000
2001,Defense,M,Medium Vendor,PID,1,1,1,29,29,700,517324941.0000
2001,Defense,N,Sometimes Small Vendor,Duns,0,1,1,3,3,1719,1314929016.0996
2001,Defense,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,0,0.0000
2001,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,1,0,0.0000
2001,Defense,N,Sometimes Small Vendor,PDuns,0,0,0,2,2,3,2585.0000
2001,Defense,N,Sometimes Small Vendor,PDuns,0,0,1,93,102,384,12504137.0000
2001,Defense,N,Sometimes Small Vendor,PDuns,0,1,1,3139,4301,54457,10044645898.4208
2001,Defense,N,Sometimes Small Vendor,PDuns,1,1,1,9,12,185,51480950.0000
2001,Defense,N,Sometimes Small Vendor,PID,0,0,1,4,4,9,37638.0000
2001,Defense,N,Sometimes Small Vendor,PID,0,1,1,625,625,39781,13133446671.6408
2001,Defense,N,Sometimes Small Vendor,PID,1,1,1,1,1,5,1013297.0000
2001,Defense,S,Always Small Vendor,PDuns,NULL,0,0,67,67,0,0.0000
2001,Defense,S,Always Small Vendor,PDuns,NULL,0,1,3,3,3,27304.0000
2001,Defense,S,Always Small Vendor,PDuns,NULL,1,1,9,9,3,6389.9400
2001,Defense,S,Always Small Vendor,PDuns,0,0,0,666,666,1312,-9875710.0000
2001,Defense,S,Always Small Vendor,PDuns,0,0,1,3282,3284,5587,80844321.0000
2001,Defense,S,Always Small Vendor,PDuns,0,1,1,16296,16458,78012,12808242912.6051
2001,Defense,S,Always Small Vendor,PDuns,1,0,0,1,1,1,-24039.0000
2001,Defense,S,Always Small Vendor,PDuns,1,0,1,1,1,1,32627.0000
2001,Defense,S,Always Small Vendor,PDuns,1,1,1,6,6,7,360856.0000
2001,Defense,S,Always Small Vendor,PID,NULL,0,0,1,1,0,0.0000
2001,Defense,S,Always Small Vendor,PID,0,0,0,2,2,2,5680.0000
2001,Defense,S,Always Small Vendor,PID,0,0,1,17,17,26,496979.0000
2001,Defense,S,Always Small Vendor,PID,0,1,1,335,335,5337,1535501750.9396
2001,Defense,U,Unlabeled Vendor,Duns,NULL,1,1,1,1,33,10422723.0000
2001,DHS,B,Big Five,PID,0,1,1,3,3,12,1803000.0000
